year,sector,unit,data
1995,Commercial,Thousand short tons,0.0
1995,Electric power,Million cubic feet,1237655.048
1995,Electric power,Thousand barrels,15204.01706
1995,Electric power,Thousand short tons,1301126.244
1995,Industrial,Million cubic feet,2280598.886
1995,Industrial,Million kilowatthours,307397.7118
1995,Industrial,Thousand barrels,2481346.72602
1995,Residential,Million cubic feet,215150.0586
1995,Residential,Million kilowatthours,316739.8394
1995,Residential,Thousand barrels,11011.26835
1995,Residential,Thousand short tons,0.0
1995,Transportation,Million cubic feet,85689.76028999999
1995,Transportation,Million kilowatthours,0.0
1995,Transportation,Thousand barrels,2082077.0483500003
1995,Transportation,Thousand short tons,0.0
1996,Commercial,Million cubic feet,185094.7618
1996,Commercial,Million kilowatthours,284824.745
1996,Commercial,Thousand barrels,18963.39364
1996,Commercial,Thousand short tons,0.0
1996,Electric power,Million cubic feet,1235133.992
1996,Electric power,Thousand barrels,17388.05564
1996,Electric power,Thousand short tons,1411826.3
1996,Industrial,Million cubic feet,2531929.864
1996,Industrial,Million kilowatthours,325192.4314
1996,Industrial,Thousand barrels,2729405.6217000005
1996,Residential,Million cubic feet,237724.4402
1996,Residential,Million kilowatthours,340026.777
1996,Residential,Thousand barrels,7756.18688
1996,Residential,Thousand short tons,0.0
1996,Transportation,Million cubic feet,78794.92165
1996,Transportation,Million kilowatthours,26.02384
1996,Transportation,Thousand barrels,2261401.49248
1996,Transportation,Thousand short tons,0.0
1997,Commercial,Million cubic feet,222841.9851
1997,Commercial,Million kilowatthours,290573.5783
1997,Commercial,Thousand barrels,18578.10335
1997,Commercial,Thousand short tons,1.58979
1997,Electric power,Million cubic feet,1259989.876
1997,Electric power,Thousand barrels,15041.17351
1997,Electric power,Thousand short tons,1449080.8869999999
1997,Industrial,Million cubic feet,2421833.9590000003
1997,Industrial,Million kilowatthours,342662.5879
1997,Industrial,Thousand barrels,2983530.1815
1997,Residential,Million cubic feet,242058.6406
1997,Residential,Million kilowatthours,344932.8201
1997,Residential,Thousand barrels,11686.46937
1997,Residential,Thousand short tons,0.19643
1997,Transportation,Million cubic feet,84836.52291
1997,Transportation,Million kilowatthours,63.38633000000001
1997,Transportation,Thousand barrels,2319654.2090999996
1997,Transportation,Thousand short tons,0.0
1998,Commercial,Million cubic feet,178048.5164
1998,Commercial,Million kilowatthours,312362.0655
1998,Commercial,Thousand barrels,23553.353000000003
1998,Commercial,Thousand short tons,314.77522
1998,Electric power,Million cubic feet,1475569.029
1998,Electric power,Thousand barrels,15257.58655
1998,Electric power,Thousand short tons,1425306.5659999999
1998,Industrial,Million cubic feet,2445036.359
1998,Industrial,Million kilowatthours,350419.7256
1998,Industrial,Thousand barrels,2921153.94807
1998,Residential,Million cubic feet,209377.2889
1998,Residential,Million kilowatthours,376800.1529
1998,Residential,Thousand barrels,15020.028379999998
1998,Residential,Thousand short tons,38.9047
1998,Transportation,Million cubic feet,69913.86365
1998,Transportation,Million kilowatthours,70.71077
1998,Transportation,Thousand barrels,2456400.47312
1998,Transportation,Thousand short tons,0.0
1999,Commercial,Million cubic feet,178185.6433
1999,Commercial,Million kilowatthours,318994.9765
1999,Commercial,Thousand barrels,26911.09201
1999,Commercial,Thousand short tons,119.32838000000001
1999,Electric power,Million cubic feet,1476355.0580000002
1999,Electric power,Thousand barrels,14719.05338
1999,Electric power,Thousand short tons,1467722.98
1999,Industrial,Million cubic feet,2226967.161
1999,Industrial,Million kilowatthours,340316.9369
1999,Industrial,Thousand barrels,2850209.690360001
1999,Residential,Million cubic feet,182536.9753
1999,Residential,Million kilowatthours,370514.0888
1999,Residential,Thousand barrels,29854.164769999996
1999,Residential,Thousand short tons,16.27205
1999,Transportation,Million cubic feet,74044.99691
1999,Transportation,Million kilowatthours,66.33995999999999
1999,Transportation,Thousand barrels,2438074.60193
1999,Transportation,Thousand short tons,0.0
2000,Commercial,Million cubic feet,196820.2014
2000,Commercial,Million kilowatthours,340341.751
2000,Commercial,Thousand barrels,44730.605659999994
2000,Commercial,Thousand short tons,181.22277
2000,Electric power,Million cubic feet,1610708.021
2000,Electric power,Thousand barrels,19610.03082
2000,Electric power,Thousand short tons,1474882.695
2000,Industrial,Million cubic feet,2477370.909
2000,Industrial,Million kilowatthours,346619.689
2000,Industrial,Thousand barrels,2668763.477169999
2000,Residential,Million cubic feet,200025.2739
2000,Residential,Million kilowatthours,398846.6988
2000,Residential,Thousand barrels,35191.883460000005
2000,Residential,Thousand short tons,22.39835
2000,Transportation,Million cubic feet,65176.802
2000,Transportation,Million kilowatthours,103.61016
2000,Transportation,Thousand barrels,2500328.9438199997
2000,Transportation,Thousand short tons,0.0
2001,Commercial,Million cubic feet,175921.9367
2001,Commercial,Million kilowatthours,349590.4697
2001,Commercial,Thousand barrels,34693.15297
2001,Commercial,Thousand short tons,386.37277
2001,Electric power,Million cubic feet,1551626.846
2001,Electric power,Thousand barrels,16233.305010000002
2001,Electric power,Thousand short tons,1417078.976
2001,Industrial,Million cubic feet,2375970.09
2001,Industrial,Million kilowatthours,335087.0881
2001,Industrial,Thousand barrels,2545448.0499799997
2001,Residential,Million cubic feet,213391.3166
2001,Residential,Million kilowatthours,400373.56200000003
2001,Residential,Thousand barrels,40172.8775
2001,Residential,Thousand short tons,47.75403
2001,Transportation,Million cubic feet,73004.11582
2001,Transportation,Million kilowatthours,115.60193999999998
2001,Transportation,Thousand barrels,2603710.42584
2001,Transportation,Thousand short tons,0.0
2002,Commercial,Million cubic feet,233776.7355
2002,Commercial,Million kilowatthours,331357.4917
2002,Commercial,Thousand barrels,25727.498659999994
2002,Commercial,Thousand short tons,1074.9226099999998
2002,Electric power,Million cubic feet,1579375.4019999998
2002,Electric power,Thousand barrels,18005.45417
2002,Electric power,Thousand short tons,1477476.16
2002,Industrial,Million cubic feet,2325339.889
2002,Industrial,Million kilowatthours,348880.5963
2002,Industrial,Thousand barrels,2647010.185410001
2002,Residential,Million cubic feet,216912.5257
2002,Residential,Million kilowatthours,414336.5953
2002,Residential,Thousand barrels,35797.32756
2002,Residential,Thousand short tons,146.5803
2002,Transportation,Million cubic feet,93795.17954
2002,Transportation,Million kilowatthours,151.35356000000002
2002,Transportation,Thousand barrels,2677025.3159599993
2002,Transportation,Thousand short tons,0.0
2003,Commercial,Million cubic feet,224901.1397
2003,Commercial,Million kilowatthours,329920.7264
2003,Commercial,Thousand barrels,28866.947989999997
2003,Commercial,Thousand short tons,2350.3326399999996
2003,Electric power,Million cubic feet,1483821.5219999999
2003,Electric power,Thousand barrels,10748.1889
2003,Electric power,Thousand short tons,1528775.616
2003,Industrial,Million cubic feet,2198742.5069999998
2003,Industrial,Million kilowatthours,356714.0057
2003,Industrial,Thousand barrels,2769332.7281299997
2003,Residential,Million cubic feet,212685.9788
2003,Residential,Million kilowatthours,414062.6663
2003,Residential,Thousand barrels,30889.29266
2003,Residential,Thousand short tons,351.19914
2003,Transportation,Million cubic feet,60103.47877
2003,Transportation,Million kilowatthours,307.08
2003,Transportation,Thousand barrels,2595580.13441
2003,Transportation,Thousand short tons,0.0
2004,Commercial,Million cubic feet,198859.8975
2004,Commercial,Million kilowatthours,339888.3521
2004,Commercial,Thousand barrels,18655.872319999995
2004,Commercial,Thousand short tons,252.49629
2004,Electric power,Million cubic feet,1426117.004
2004,Electric power,Thousand barrels,17024.93895
2004,Electric power,Thousand short tons,1554811.4209999999
2004,Industrial,Million cubic feet,2160830.536
2004,Industrial,Million kilowatthours,343206.3788
2004,Industrial,Thousand barrels,2906910.8086199993
2004,Residential,Million cubic feet,197422.645
2004,Residential,Million kilowatthours,410565.5506
2004,Residential,Thousand barrels,25118.10961
2004,Residential,Thousand short tons,28.055229999999998
2004,Transportation,Million cubic feet,59866.04098
2004,Transportation,Million kilowatthours,277.55255
2004,Transportation,Thousand barrels,2642718.89812
2004,Transportation,Thousand short tons,0.0
2005,Commercial,Million cubic feet,164445.1193
2005,Commercial,Million kilowatthours,377996.0725
2005,Commercial,Thousand barrels,26512.587560000004
2005,Commercial,Thousand short tons,284.35451
2005,Electric power,Million cubic feet,1507392.086
2005,Electric power,Thousand barrels,16602.47358
2005,Electric power,Thousand short tons,1557476.345
2005,Industrial,Million cubic feet,1677572.358
2005,Industrial,Million kilowatthours,330422.9626
2005,Industrial,Thousand barrels,2775009.7477999995
2005,Residential,Million cubic feet,190300.3528
2005,Residential,Million kilowatthours,431829.2472
2005,Residential,Thousand barrels,28925.145969999998
2005,Residential,Thousand short tons,24.72638
2005,Transportation,Million cubic feet,85397.40693
2005,Transportation,Million kilowatthours,240.90767000000002
2005,Transportation,Thousand barrels,2643328.74143
2005,Transportation,Thousand short tons,0.0
2006,Commercial,Million cubic feet,151231.2439
2006,Commercial,Million kilowatthours,379176.802
2006,Commercial,Thousand barrels,23808.59095
2006,Commercial,Thousand short tons,2.47688
2006,Electric power,Million cubic feet,1501245.22
2006,Electric power,Thousand barrels,17972.68816
2006,Electric power,Thousand short tons,1539379.165
2006,Industrial,Million cubic feet,1637042.645
2006,Industrial,Million kilowatthours,357198.4244
2006,Industrial,Thousand barrels,3080372.4959700005
2006,Residential,Million cubic feet,170585.1721
2006,Residential,Million kilowatthours,432789.0837
2006,Residential,Thousand barrels,21870.08741
2006,Residential,Thousand short tons,0.24497
2006,Transportation,Million cubic feet,89413.13038
2006,Transportation,Million kilowatthours,210.70465
2006,Transportation,Thousand barrels,2773186.4568099994
2006,Transportation,Thousand short tons,0.0
2007,Commercial,Million cubic feet,166316.5913
2007,Commercial,Million kilowatthours,377162.6608
2007,Commercial,Thousand barrels,18984.806169999996
2007,Commercial,Thousand short tons,0.499
2007,Electric power,Million cubic feet,1507800.3469999998
2007,Electric power,Thousand barrels,12743.35988
2007,Electric power,Thousand short tons,1568720.657
2007,Industrial,Million cubic feet,1667674.665
2007,Industrial,Million kilowatthours,369520.61
2007,Industrial,Thousand barrels,3080174.9753
2007,Residential,Million cubic feet,206073.7745
2007,Residential,Million kilowatthours,426231.1822
2007,Residential,Thousand barrels,23801.43249
2007,Residential,Thousand short tons,0.055439999999999996
2007,Transportation,Million cubic feet,94407.26051000001
2007,Transportation,Million kilowatthours,228.66882999999999
2007,Transportation,Thousand barrels,2812628.14755
2007,Transportation,Thousand short tons,0.0
2008,Commercial,Million cubic feet,171572.9601
2008,Commercial,Million kilowatthours,387168.8149
2008,Commercial,Thousand barrels,23289.332789999997
2008,Commercial,Thousand short tons,287.34103
2008,Electric power,Million cubic feet,1472659.698
2008,Electric power,Thousand barrels,11150.562450000001
2008,Electric power,Thousand short tons,1566630.075
2008,Industrial,Million cubic feet,1700716.381
2008,Industrial,Million kilowatthours,361011.3413
2008,Industrial,Thousand barrels,2749087.21286
2008,Residential,Million cubic feet,197875.2225
2008,Residential,Million kilowatthours,435752.0543
2008,Residential,Thousand barrels,22579.25597
2008,Residential,Thousand short tons,31.926840000000002
2008,Transportation,Million cubic feet,114417.5619
2008,Transportation,Million kilowatthours,233.87212999999997
2008,Transportation,Thousand barrels,2755298.75391
2008,Transportation,Thousand short tons,0.0
2009,Commercial,Million cubic feet,171497.4122
2009,Commercial,Million kilowatthours,404310.4845
2009,Commercial,Thousand barrels,28421.75638
2009,Commercial,Thousand short tons,337.60647
2009,Electric power,Million cubic feet,1415849.6709999999
2009,Electric power,Thousand barrels,15359.272319999998
2009,Electric power,Thousand short tons,1480416.4009999998
2009,Industrial,Million cubic feet,1579792.971
2009,Industrial,Million kilowatthours,330728.1557
2009,Industrial,Thousand barrels,2677322.26146
2009,Residential,Million cubic feet,196980.6465
2009,Residential,Million kilowatthours,442867.8792
2009,Residential,Thousand barrels,19095.281809999997
2009,Residential,Thousand short tons,37.51174
2009,Transportation,Million cubic feet,98081.96436
2009,Transportation,Million kilowatthours,241.93468
2009,Transportation,Thousand barrels,2625373.66986
2009,Transportation,Thousand short tons,0.0
