year,sector,unit,data
1995,Electric power,Million cubic feet,22657.08339
1995,Electric power,Thousand barrels,75.62631999999999
1995,Electric power,Thousand short tons,329673.0652
1995,Industrial,Million cubic feet,28773.4315
1995,Industrial,Million kilowatthours,40915.96018
1995,Industrial,Thousand barrels,49147.80661
1995,Residential,Million cubic feet,27914.60685
1995,Residential,Million kilowatthours,61537.252239999994
1995,Residential,Thousand barrels,3182.3115
1995,Residential,Thousand short tons,14.36348
1995,Transportation,Million cubic feet,19317.908480000002
1995,Transportation,Million kilowatthours,0.0
1995,Transportation,Thousand barrels,354040.91618
1995,Transportation,Thousand short tons,0.0
1996,Commercial,Million cubic feet,29280.22723
1996,Commercial,Million kilowatthours,66722.10697000001
1996,Commercial,Thousand barrels,4480.4135400000005
1996,Commercial,Thousand short tons,3.1234
1996,Electric power,Million cubic feet,22890.951109999998
1996,Electric power,Thousand barrels,143.47563
1996,Electric power,Thousand short tons,329469.0085
1996,Industrial,Million cubic feet,27310.43969
1996,Industrial,Million kilowatthours,43615.3128
1996,Industrial,Thousand barrels,55615.45892
1996,Residential,Million cubic feet,27989.7767
1996,Residential,Million kilowatthours,67375.02729
1996,Residential,Thousand barrels,2599.24991
1996,Residential,Thousand short tons,0.42581
1996,Transportation,Million cubic feet,17793.59912
1996,Transportation,Million kilowatthours,0.0
1996,Transportation,Thousand barrels,376611.52803
1996,Transportation,Thousand short tons,0.0
1997,Commercial,Million cubic feet,30818.61561
1997,Commercial,Million kilowatthours,70015.12712
1997,Commercial,Thousand barrels,4760.12444
1997,Commercial,Thousand short tons,3.3331
1997,Electric power,Million cubic feet,27060.11584
1997,Electric power,Thousand barrels,2.67198
1997,Electric power,Thousand short tons,356152.0262
1997,Industrial,Million cubic feet,28549.990360000003
1997,Industrial,Million kilowatthours,45219.25988
1997,Industrial,Thousand barrels,57571.94699999999
1997,Residential,Million cubic feet,31764.76382
1997,Residential,Million kilowatthours,70568.92202
1997,Residential,Thousand barrels,2376.22885
1997,Residential,Thousand short tons,0.41186000000000006
1997,Transportation,Million cubic feet,19394.605359999998
1997,Transportation,Million kilowatthours,0.0
1997,Transportation,Thousand barrels,375655.8696
1997,Transportation,Thousand short tons,0.0
1998,Commercial,Million cubic feet,32318.262810000004
1998,Commercial,Million kilowatthours,73983.79832999999
1998,Commercial,Thousand barrels,7786.10416
1998,Commercial,Thousand short tons,6.56647
1998,Electric power,Million cubic feet,42865.10746
1998,Electric power,Thousand barrels,0.0
1998,Electric power,Thousand short tons,373334.9337
1998,Industrial,Million cubic feet,28673.246689999996
1998,Industrial,Million kilowatthours,42817.11294
1998,Industrial,Thousand barrels,61970.88371999999
1998,Residential,Million cubic feet,36702.0432
1998,Residential,Million kilowatthours,73736.34986
1998,Residential,Thousand barrels,3355.53519
1998,Residential,Thousand short tons,0.81153
1998,Transportation,Million cubic feet,20527.54454
1998,Transportation,Million kilowatthours,0.0
1998,Transportation,Thousand barrels,404623.81954000005
1998,Transportation,Thousand short tons,0.0
1999,Commercial,Million cubic feet,31800.93682
1999,Commercial,Million kilowatthours,77412.44889
1999,Commercial,Thousand barrels,7184.62484
1999,Commercial,Thousand short tons,1.08197
1999,Electric power,Million cubic feet,55398.87225
1999,Electric power,Thousand barrels,78.21028000000001
1999,Electric power,Thousand short tons,390094.0412
1999,Industrial,Million cubic feet,27498.253760000003
1999,Industrial,Million kilowatthours,42500.622639999994
1999,Industrial,Thousand barrels,63282.94121000001
1999,Residential,Million cubic feet,33465.9896
1999,Residential,Million kilowatthours,76829.48822
1999,Residential,Thousand barrels,4621.08996
1999,Residential,Thousand short tons,0.14754
1999,Transportation,Million cubic feet,19605.65033
1999,Transportation,Million kilowatthours,0.0
1999,Transportation,Thousand barrels,428893.90197999997
1999,Transportation,Thousand short tons,0.0
2000,Commercial,Million cubic feet,32461.358780000002
2000,Commercial,Million kilowatthours,82948.89657000001
2000,Commercial,Thousand barrels,6542.34074
2000,Commercial,Thousand short tons,0.50805
2000,Electric power,Million cubic feet,97449.28996000001
2000,Electric power,Thousand barrels,286.45457999999996
2000,Electric power,Thousand short tons,416851.01
2000,Industrial,Million cubic feet,21470.29999
2000,Industrial,Million kilowatthours,40859.16403
2000,Industrial,Thousand barrels,61106.71541999999
2000,Residential,Million cubic feet,35089.46117
2000,Residential,Million kilowatthours,84767.65294
2000,Residential,Thousand barrels,4051.78699
2000,Residential,Thousand short tons,0.06279
2000,Transportation,Million cubic feet,21666.644940000002
2000,Transportation,Million kilowatthours,0.0
2000,Transportation,Thousand barrels,438823.57102000003
2000,Transportation,Thousand short tons,0.0
2001,Commercial,Million cubic feet,31314.86902
2001,Commercial,Million kilowatthours,84267.48103
2001,Commercial,Thousand barrels,5902.81347
2001,Commercial,Thousand short tons,10.65448
2001,Electric power,Million cubic feet,132001.04
2001,Electric power,Thousand barrels,1413.0221099999999
2001,Electric power,Thousand short tons,409292.9084
2001,Industrial,Million cubic feet,21400.8703
2001,Industrial,Million kilowatthours,38817.45735
2001,Industrial,Thousand barrels,51955.059380000006
2001,Residential,Million cubic feet,36474.931130000004
2001,Residential,Million kilowatthours,89394.98686
2001,Residential,Thousand barrels,3848.57056
2001,Residential,Thousand short tons,1.31694
2001,Transportation,Million cubic feet,23232.07214
2001,Transportation,Million kilowatthours,0.0
2001,Transportation,Thousand barrels,452549.58185
2001,Transportation,Thousand short tons,0.0
2002,Commercial,Million cubic feet,32257.899189999996
2002,Commercial,Million kilowatthours,85851.87053
2002,Commercial,Thousand barrels,6301.25928
2002,Commercial,Thousand short tons,13.26245
2002,Electric power,Million cubic feet,148020.1912
2002,Electric power,Thousand barrels,0.0
2002,Electric power,Thousand short tons,392475.9458
2002,Industrial,Million cubic feet,17512.95885
2002,Industrial,Million kilowatthours,37622.00515
2002,Industrial,Thousand barrels,54349.160240000005
2002,Residential,Million cubic feet,35921.41208
2002,Residential,Million kilowatthours,90119.83897000001
2002,Residential,Thousand barrels,3924.35158
2002,Residential,Thousand short tons,1.80846
2002,Transportation,Million cubic feet,21535.0028
2002,Transportation,Million kilowatthours,0.0
2002,Transportation,Thousand barrels,464314.69567
2002,Transportation,Thousand short tons,0.0
2003,Commercial,Million cubic feet,32702.16207
2003,Commercial,Million kilowatthours,86748.53048
2003,Commercial,Thousand barrels,4296.80602
2003,Commercial,Thousand short tons,12.79285
2003,Electric power,Million cubic feet,171564.3582
2003,Electric power,Thousand barrels,0.0
2003,Electric power,Thousand short tons,391273.0755
2003,Industrial,Million cubic feet,15489.1584
2003,Industrial,Million kilowatthours,37236.862
2003,Industrial,Thousand barrels,50921.81637
2003,Residential,Million cubic feet,36265.162710000004
2003,Residential,Million kilowatthours,94654.06624
2003,Residential,Thousand barrels,3156.4678
2003,Residential,Thousand short tons,1.9116099999999998
2003,Transportation,Million cubic feet,19629.452719999997
2003,Transportation,Million kilowatthours,0.0
2003,Transportation,Thousand barrels,478153.81872
2003,Transportation,Thousand short tons,0.0
2004,Commercial,Million cubic feet,33730.1292
2004,Commercial,Million kilowatthours,89075.11869
2004,Commercial,Thousand barrels,3241.861
2004,Commercial,Thousand short tons,15.58734
2004,Electric power,Million cubic feet,245082.0233
2004,Electric power,Thousand barrels,45.08408
2004,Electric power,Thousand short tons,409201.3969
2004,Industrial,Million cubic feet,21095.14295
2004,Industrial,Million kilowatthours,40623.87251
2004,Industrial,Thousand barrels,62302.972100000006
2004,Residential,Million cubic feet,38863.64895
2004,Residential,Million kilowatthours,98677.26121
2004,Residential,Thousand barrels,2709.81731
2004,Residential,Thousand short tons,1.73186
2004,Transportation,Million cubic feet,17493.90238
2004,Transportation,Million kilowatthours,0.0
2004,Transportation,Thousand barrels,494026.14742
2004,Transportation,Thousand short tons,0.0
2005,Commercial,Million cubic feet,32632.375010000003
2005,Commercial,Million kilowatthours,93722.00679
2005,Commercial,Thousand barrels,3802.22848
2005,Commercial,Thousand short tons,23.614179999999998
2005,Electric power,Million cubic feet,222772.2263
2005,Electric power,Thousand barrels,3.94195
2005,Electric power,Thousand short tons,412493.3307
2005,Industrial,Million cubic feet,17394.88795
2005,Industrial,Million kilowatthours,38824.0971
2005,Industrial,Thousand barrels,69602.54179999999
2005,Residential,Million cubic feet,36602.21062
2005,Residential,Million kilowatthours,104214.9167
2005,Residential,Thousand barrels,2830.67448
2005,Residential,Thousand short tons,2.0533099999999997
2005,Transportation,Million cubic feet,19899.72946
2005,Transportation,Million kilowatthours,0.0
2005,Transportation,Thousand barrels,514598.15226999996
2005,Transportation,Thousand short tons,0.0
2006,Commercial,Million cubic feet,33407.72169
2006,Commercial,Million kilowatthours,97671.60151000001
2006,Commercial,Thousand barrels,3653.95647
2006,Commercial,Thousand short tons,13.88962
2006,Electric power,Million cubic feet,253243.0526
2006,Electric power,Thousand barrels,3.89794
2006,Electric power,Thousand short tons,415654.7931
2006,Industrial,Million cubic feet,18816.47539
2006,Industrial,Million kilowatthours,41829.0455
2006,Industrial,Thousand barrels,65985.10880999998
2006,Residential,Million cubic feet,36732.447060000006
2006,Residential,Million kilowatthours,110437.8247
2006,Residential,Thousand barrels,3042.3569800000005
2006,Residential,Thousand short tons,1.3737
2006,Transportation,Million cubic feet,23029.76233
2006,Transportation,Million kilowatthours,0.0
2006,Transportation,Thousand barrels,528785.23422
2006,Transportation,Thousand short tons,0.0
2007,Commercial,Million cubic feet,33533.2855
2007,Commercial,Million kilowatthours,103981.5837
2007,Commercial,Thousand barrels,4739.52782
2007,Commercial,Thousand short tons,12.997810000000001
2007,Electric power,Million cubic feet,286297.4467
2007,Electric power,Thousand barrels,0.0
2007,Electric power,Thousand short tons,423201.9343
2007,Industrial,Million cubic feet,19872.21255
2007,Industrial,Million kilowatthours,41903.76148
2007,Industrial,Thousand barrels,63791.264240000004
2007,Residential,Million cubic feet,39305.18072
2007,Residential,Million kilowatthours,117497.8737
2007,Residential,Thousand barrels,2827.31665
2007,Residential,Thousand short tons,1.4442
2007,Transportation,Million cubic feet,22983.236409999998
2007,Transportation,Million kilowatthours,0.0
2007,Transportation,Thousand barrels,524363.0933999999
2007,Transportation,Thousand short tons,0.0
2008,Commercial,Million cubic feet,33368.244360000004
2008,Commercial,Million kilowatthours,102913.4093
2008,Commercial,Thousand barrels,9006.22818
2008,Commercial,Thousand short tons,0.0
2008,Electric power,Million cubic feet,291570.7623
2008,Electric power,Thousand barrels,0.0
2008,Electric power,Thousand short tons,445798.1725
2008,Industrial,Million cubic feet,20733.54684
2008,Industrial,Million kilowatthours,43910.22561
2008,Industrial,Thousand barrels,68719.44426999998
2008,Residential,Million cubic feet,39460.85313
2008,Residential,Million kilowatthours,113402.4944
2008,Residential,Thousand barrels,4862.02793
2008,Residential,Thousand short tons,0.0
2008,Transportation,Million cubic feet,24832.229580000003
2008,Transportation,Million kilowatthours,0.0
2008,Transportation,Thousand barrels,494941.29169
2008,Transportation,Thousand short tons,0.0
2009,Commercial,Million cubic feet,32783.898960000006
2009,Commercial,Million kilowatthours,100263.9743
2009,Commercial,Thousand barrels,6594.8428300000005
2009,Commercial,Thousand short tons,0.0
2009,Electric power,Million cubic feet,267697.6405
2009,Electric power,Thousand barrels,0.0
2009,Electric power,Thousand short tons,404529.9309
2009,Industrial,Million cubic feet,18293.0409
2009,Industrial,Million kilowatthours,38215.75115
2009,Industrial,Thousand barrels,57444.57539
2009,Residential,Million cubic feet,35366.20632
2009,Residential,Million kilowatthours,112073.4283
2009,Residential,Thousand barrels,4540.84613
2009,Residential,Thousand short tons,0.0
2009,Transportation,Million cubic feet,22534.0938
2009,Transportation,Million kilowatthours,0.0
2009,Transportation,Thousand barrels,471089.10107
2009,Transportation,Thousand short tons,0.0
